Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Monthly Charges,Total Charges,Tenure_Group,Num_Add_On_Services,Has_Online_Services,Avg_Monthly_Spend,Is_Long_Term_Contract,Internet Service_Fiber optic,Internet Service_No,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Churn Label
1,0,1,0,15,1,1,0,0,1,1,1,1,0,1,103.45,1539.8,1,4,0,102.65,0,1,0,0,1,0,0
1,0,1,1,27,1,0,1,1,0,0,0,0,1,1,80.65,2209.75,2,2,1,81.84,1,1,0,1,0,0,0
0,0,0,1,4,0,0,1,1,1,0,1,1,0,1,57.2,223.75,0,5,1,55.94,0,0,0,0,0,1,0
0,0,1,0,72,1,1,1,1,1,0,1,1,2,1,110.75,7751.7,3,5,1,107.66,1,1,0,0,1,0,0
1,1,1,0,45,1,1,0,0,0,0,0,0,1,0,24.7,1174.35,2,0,0,26.1,1,0,1,1,0,0,0
0,1,0,0,45,1,1,1,1,0,1,1,0,0,1,97.05,4385.05,2,4,1,97.45,0,1,0,0,1,0,0
0,0,0,0,36,1,0,1,1,1,1,1,0,1,1,76.35,2606.35,2,5,1,72.4,1,0,0,0,0,1,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18.9,18.9,0,0,0,18.9,0,0,1,0,0,1,0
1,1,0,0,16,1,1,0,0,0,0,0,0,0,1,74.45,1261.35,1,0,0,78.83,0,1,0,0,0,0,0
0,0,1,0,71,1,0,1,1,1,1,1,1,2,1,84.4,5969.3,3,6,1,84.07,1,0,0,1,0,0,0
1,0,1,1,10,1,1,0,0,0,0,0,0,0,1,24.4,253.9,0,0,0,25.39,0,0,1,0,0,1,0
1,0,1,1,20,1,0,0,0,0,0,0,0,2,0,20.05,400.0,1,0,0,20.0,1,0,1,0,0,1,0
0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,55.5,227.35,0,1,0,56.84,0,0,0,1,0,0,0
1,1,1,0,29,1,1,0,0,0,0,0,1,0,1,84.3,2357.75,2,1,0,81.3,0,1,0,0,1,0,0
1,0,0,0,2,1,0,1,1,0,0,1,1,0,0,100.2,198.5,0,4,1,99.25,0,1,0,0,1,0,0
0,0,0,0,29,1,0,0,0,0,0,0,0,2,0,19.4,554.25,2,0,0,19.11,1,0,1,0,0,1,0
1,0,0,0,13,1,0,0,0,0,0,0,0,0,1,20.4,251.65,1,0,0,19.36,0,0,1,0,1,0,0
0,0,1,0,59,1,1,1,1,0,0,1,0,0,1,94.75,5597.65,3,3,1,94.88,0,1,0,0,1,0,0
1,0,1,0,18,1,0,0,0,0,0,0,0,0,1,44.35,768.05,1,0,0,42.67,0,0,0,0,0,0,0
0,0,1,1,17,1,0,1,1,0,0,1,1,0,0,74.55,1215.8,1,4,1,71.52,0,0,0,0,0,1,0
1,0,1,0,47,1,0,0,1,1,0,1,1,2,0,73.6,3522.65,2,4,1,74.95,1,0,0,0,1,0,0
1,0,1,1,19,1,1,0,0,0,0,0,0,0,0,50.1,910.45,1,0,0,47.92,0,0,0,1,0,0,0
0,1,1,1,68,0,0,0,1,1,0,1,1,2,1,53.0,3656.25,3,4,1,53.77,1,0,0,0,1,0,0
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,19.85,52.0,0,0,0,26.0,0,0,1,0,0,0,0
1,0,0,0,7,0,0,0,0,0,0,0,0,1,1,24.35,150.85,0,0,0,21.55,1,0,0,1,0,0,0
0,0,0,0,18,1,0,0,0,0,0,0,0,0,1,19.55,389.25,1,0,0,21.62,0,0,1,0,0,1,0
0,0,1,0,71,1,1,0,0,0,0,0,0,2,0,25.05,1873.7,3,0,0,26.39,1,0,1,1,0,0,0
1,1,1,0,13,1,1,1,1,0,0,0,1,0,0,93.8,1261.0,1,3,1,97.0,0,1,0,1,0,0,0
1,0,1,0,72,1,1,0,1,1,0,1,1,2,1,103.75,7346.2,3,4,1,102.03,1,1,0,0,0,0,0
1,0,1,1,66,0,0,0,1,1,0,1,1,2,1,56.75,3708.4,3,4,1,56.19,1,0,0,1,0,0,0
1,0,1,1,24,1,0,0,0,0,0,0,0,1,1,20.8,469.65,1,0,0,19.57,1,0,1,1,0,0,0
0,0,1,1,56,1,1,0,0,0,0,0,0,2,1,24.45,1385.85,3,0,0,24.75,1,0,1,0,0,1,0
0,1,1,0,22,1,1,0,0,0,0,0,0,1,0,25.6,548.8,1,0,0,24.95,1,0,1,0,0,0,0
0,0,0,0,42,1,0,1,1,1,0,0,0,0,0,59.65,2536.55,2,3,1,60.39,0,0,0,0,0,0,0
0,0,1,1,72,1,1,1,0,1,1,1,1,2,1,83.3,6042.7,3,5,1,83.93,1,0,0,0,0,0,0
0,0,0,0,12,1,1,0,0,0,1,0,0,0,1,79.55,958.25,0,1,0,79.85,0,1,0,1,0,0,0
1,0,1,0,71,1,1,0,0,0,0,0,0,2,0,24.45,1730.65,3,0,0,24.38,1,0,1,0,0,0,0
0,0,1,0,26,1,0,0,0,0,0,0,0,1,0,19.2,459.6,2,0,0,17.68,1,0,1,0,0,1,0
0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,29.8,201.95,0,1,1,28.85,0,0,0,0,0,1,0
0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,45.5,285.2,0,0,0,47.53,0,0,0,0,0,1,0
1,0,1,0,51,0,0,0,1,0,0,0,0,0,1,30.05,1529.45,3,1,1,29.99,0,0,0,1,0,0,0
1,0,1,1,72,0,0,1,1,1,1,1,1,2,1,65.65,4664.5,3,6,1,64.78,1,0,0,0,0,0,0
0,0,0,0,47,1,1,1,1,0,1,0,1,2,0,74.05,3496.3,2,4,1,74.39,1,0,0,0,0,1,0
1,1,0,0,62,1,1,0,1,1,1,1,1,1,1,110.75,7053.35,3,5,1,113.76,1,1,0,0,0,0,0
0,0,1,1,16,1,0,0,0,0,0,0,0,2,0,19.7,301.55,1,0,0,18.85,1,0,1,0,0,1,0
1,0,0,0,6,1,0,0,0,0,1,0,0,0,1,49.5,312.7,0,1,0,52.12,0,0,0,1,0,0,0
0,0,1,1,69,0,0,1,0,1,0,0,1,2,1,43.95,2960.1,3,3,1,42.9,1,0,0,1,0,0,0
0,0,1,0,64,1,1,0,1,1,1,1,1,0,1,111.15,6953.4,3,5,1,108.65,0,1,0,0,1,0,0
1,0,0,0,25,1,0,0,0,0,0,0,0,0,0,20.6,541.5,2,0,0,21.66,0,0,1,0,0,1,0
0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,19.65,116.85,0,0,0,19.47,1,0,1,1,0,0,0
1,0,1,0,66,1,1,1,1,1,1,1,1,1,0,115.8,7942.15,3,6,1,120.34,1,1,0,0,0,0,0
0,0,0,0,61,1,1,0,1,1,1,1,1,2,0,88.65,5321.25,3,5,1,87.23,1,0,0,1,0,0,0
0,1,1,0,43,1,1,1,1,0,0,1,0,0,1,94.5,4156.8,2,3,1,96.67,0,1,0,0,1,0,0
0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,20.1,223.6,0,0,0,18.63,0,0,1,0,0,1,0
1,1,0,0,23,0,0,0,0,0,0,0,1,0,1,34.65,768.45,1,1,0,33.41,0,0,0,0,0,0,0
1,1,1,0,71,0,0,0,1,1,0,1,1,0,1,52.3,3765.05,3,4,1,53.03,0,0,0,0,0,0,0
0,0,0,0,34,1,1,0,0,0,1,1,0,0,0,65.0,2157.5,2,2,0,63.46,0,0,0,0,0,1,0
0,0,1,0,41,0,0,0,1,0,1,0,0,1,0,35.45,1391.65,2,2,1,33.94,1,0,0,0,0,1,0
0,0,1,1,72,1,0,0,0,0,0,0,0,2,0,19.7,1379.8,3,0,0,19.16,1,0,1,1,0,0,0
1,1,0,0,14,1,1,0,0,0,0,1,1,0,1,95.6,1273.3,1,2,0,90.95,0,1,0,0,1,0,0
0,0,0,0,41,1,0,0,0,0,0,0,0,2,1,19.85,810.45,2,0,0,19.77,1,0,1,0,0,1,0
0,0,1,1,23,1,1,1,0,0,0,0,0,1,0,81.85,1810.85,1,1,1,78.73,1,1,0,1,0,0,0
1,0,1,1,71,1,0,1,1,1,1,1,1,2,0,109.3,7782.85,3,6,1,109.62,1,1,0,1,0,0,0
1,0,1,0,72,1,1,0,0,0,0,0,0,2,0,25.4,1797.1,3,0,0,24.96,1,0,1,0,0,1,0
1,0,1,1,6,1,0,0,0,0,0,0,0,0,1,69.8,377.85,0,0,0,62.98,0,1,0,0,1,0,0
1,0,1,1,23,1,0,0,0,0,0,0,0,1,1,20.0,445.3,1,0,0,19.36,1,0,1,1,0,0,0
0,0,0,0,72,1,0,1,1,1,1,1,1,2,1,109.9,7624.2,3,6,1,105.89,1,1,0,0,1,0,0
0,0,1,0,7,1,0,1,0,0,0,0,0,0,1,50.3,355.1,0,1,1,50.73,0,0,0,0,0,0,0
1,0,1,1,9,1,0,0,1,0,1,1,1,0,1,101.5,906.85,0,4,1,100.76,0,1,0,0,1,0,0
0,0,0,0,12,1,1,0,1,0,0,0,1,0,1,89.15,1057.55,0,2,1,88.13,0,1,0,0,1,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,19.4,19.4,0,0,0,19.4,0,0,1,0,0,1,0
0,1,1,1,48,0,0,0,1,0,0,0,0,1,0,29.9,1388.75,2,1,1,28.93,1,0,0,0,0,0,0
1,0,0,0,20,1,0,0,0,0,0,1,0,0,0,78.8,1641.3,1,1,0,82.06,0,1,0,0,1,0,0
0,0,0,0,10,1,0,0,0,0,0,0,0,1,1,19.3,185.2,0,0,0,18.52,1,0,1,0,0,1,0
1,0,1,1,20,1,1,0,1,0,1,1,0,0,0,96.8,1826.7,1,3,1,91.34,0,1,0,0,0,1,0
1,0,1,0,20,1,0,0,0,0,0,0,0,1,0,20.65,417.5,1,0,0,20.88,1,0,1,0,0,1,0
1,0,1,1,19,1,0,0,0,0,0,0,0,1,0,19.8,344.5,1,0,0,18.13,1,0,1,0,0,1,0
1,0,1,0,22,1,0,1,1,0,1,1,1,0,1,104.6,2180.55,1,5,1,99.12,0,1,0,0,1,0,0
0,0,0,0,35,1,1,0,0,0,1,0,0,0,0,80.05,2835.9,2,1,0,81.03,0,1,0,1,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,45.15,45.15,0,0,0,45.15,0,0,0,0,0,1,0
1,0,0,0,39,1,1,0,0,0,0,0,0,0,1,73.15,2730.85,2,0,0,70.02,0,1,0,1,0,0,0
0,1,1,0,54,1,0,0,0,1,1,1,1,1,1,99.1,5437.1,3,4,0,100.69,1,1,0,0,1,0,0
1,0,0,0,56,1,1,1,0,0,1,1,1,0,1,105.35,5794.45,3,4,1,103.47,0,1,0,0,0,1,0
1,0,0,1,18,1,0,0,0,0,0,0,0,0,1,45.65,747.2,1,0,0,41.51,0,0,0,1,0,0,0
0,0,1,1,16,1,1,0,1,0,0,0,0,0,1,79.95,1267.95,1,1,1,79.25,0,1,0,1,0,0,0
0,0,0,0,68,1,0,1,0,1,0,0,0,1,1,54.45,3674.95,3,2,1,54.04,1,0,0,1,0,0,0
0,1,1,0,53,1,1,0,0,0,0,0,0,2,0,25.1,1275.6,3,0,0,24.07,1,0,1,1,0,0,0
0,0,1,1,72,1,1,1,0,1,1,1,1,2,0,84.7,5893.9,3,5,1,81.86,1,0,0,1,0,0,0
1,0,0,0,9,1,1,0,0,0,0,0,0,0,1,75.85,724.65,0,0,0,80.52,0,1,0,0,1,0,0
0,0,0,0,30,1,0,1,0,0,0,0,0,0,1,48.8,1536.75,2,1,1,51.22,0,0,0,0,0,1,0
0,0,0,0,18,0,0,0,0,1,1,0,0,0,1,35.2,607.3,1,2,0,33.74,0,0,0,0,1,0,0
0,1,1,1,55,1,1,1,0,1,1,1,0,1,0,76.25,4154.55,3,4,1,75.54,1,0,0,0,1,0,0
1,1,0,0,33,1,1,0,0,0,0,0,0,1,1,24.9,847.8,2,0,0,25.69,1,0,1,0,0,0,0
1,0,1,0,44,0,0,0,1,1,0,1,1,2,0,54.3,2390.45,2,4,1,54.33,1,0,0,0,0,0,0
0,0,1,1,30,1,0,1,0,0,1,0,1,0,0,66.3,1923.5,2,3,1,64.12,0,0,0,0,0,0,0
0,0,1,0,71,1,0,0,0,0,0,0,0,2,1,20.9,1493.2,3,0,0,21.03,1,0,1,0,0,0,0
1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,75.35,75.35,0,1,0,75.35,0,1,0,1,0,0,0
1,1,1,0,23,1,1,0,1,1,0,1,1,0,1,104.45,2184.85,1,4,1,94.99,0,1,0,0,1,0,0
0,0,0,1,22,0,0,0,0,1,0,1,1,1,1,49.45,1031.4,1,3,0,46.88,1,0,0,1,0,0,0
0,0,0,1,49,1,0,0,0,0,0,0,0,1,0,19.45,921.3,3,0,0,18.8,1,0,1,1,0,0,0
0,0,1,1,42,1,0,0,0,1,0,1,1,0,1,92.15,3875.4,2,3,0,92.27,0,1,0,0,1,0,0
0,0,1,1,7,1,0,0,0,0,0,0,0,2,0,19.85,144.15,0,0,0,20.59,1,0,1,0,0,1,0
0,0,1,1,67,1,1,1,0,1,1,0,1,1,1,100.25,6689.0,3,4,1,99.84,1,1,0,0,0,0,0
1,0,0,0,15,1,1,0,1,0,1,0,1,0,0,95.7,1451.1,1,3,1,96.74,0,1,0,0,1,0,0
1,0,1,0,67,1,1,0,1,1,0,0,1,2,1,93.15,6368.2,3,3,1,95.05,1,1,0,0,1,0,0
1,0,1,1,53,1,0,1,1,0,1,1,0,2,1,69.7,3729.6,3,4,1,70.37,1,0,0,0,0,1,0
1,0,1,1,21,1,0,0,0,0,0,0,0,1,0,19.8,350.1,1,0,0,16.67,1,0,1,0,0,1,0
0,0,1,1,40,1,0,1,1,0,1,0,1,0,1,71.35,2847.2,2,4,1,71.18,0,0,0,0,0,1,0
0,0,1,1,22,1,0,0,0,0,0,0,0,1,0,20.75,452.35,1,0,0,20.56,1,0,1,0,0,0,0
1,0,0,0,39,0,0,0,0,0,1,0,1,0,1,40.6,1494.5,2,2,0,38.32,0,0,0,0,1,0,0
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,20.35,41.85,0,0,0,20.92,0,0,1,0,0,1,0
0,0,1,1,57,1,0,0,0,0,0,0,0,2,0,19.75,1272.05,3,0,0,22.32,1,0,1,0,0,0,0
1,0,1,1,8,1,0,0,0,0,0,1,0,0,1,54.4,475.1,0,1,0,59.39,0,0,0,0,1,0,0
0,0,1,1,7,1,0,0,0,0,0,0,0,0,0,20.45,150.75,0,0,0,21.54,0,0,1,0,0,1,0
1,0,0,0,49,1,1,0,0,0,1,1,0,2,1,66.15,3199.0,3,2,0,65.29,1,0,0,0,0,0,0
0,0,0,0,65,1,1,1,1,0,1,0,0,1,1,89.85,5844.65,3,3,1,89.92,1,1,0,0,1,0,0
0,0,0,0,55,1,0,0,0,0,0,0,0,1,0,45.05,2462.6,3,0,0,44.77,1,0,0,0,0,0,0
1,0,1,1,71,1,1,1,1,1,1,1,1,2,0,86.85,6263.8,3,6,1,88.22,1,0,0,0,0,0,0
1,0,0,0,35,1,1,1,1,1,1,0,0,0,1,96.75,3403.4,2,4,1,97.24,0,1,0,0,0,1,0
1,0,0,0,17,1,1,1,1,1,1,1,0,0,1,106.65,1672.1,1,5,1,98.36,0,1,0,0,0,0,0
0,0,1,0,72,1,1,1,0,1,1,1,1,2,1,110.15,7881.2,3,5,1,109.46,1,1,0,1,0,0,0
0,0,1,1,28,1,0,1,0,0,0,0,1,1,1,82.85,2320.8,2,2,1,82.89,1,1,0,0,0,0,0
0,0,1,0,18,1,0,0,0,0,0,0,0,2,0,20.1,370.5,1,0,0,20.58,1,0,1,0,0,1,0
0,0,0,0,52,1,0,0,0,1,0,0,1,0,1,59.45,3043.7,3,2,0,58.53,0,0,0,0,1,0,0
0,0,1,0,47,1,0,0,1,0,0,1,0,0,1,58.6,2723.4,2,2,1,57.94,0,0,0,0,0,0,0
0,0,0,0,23,1,0,0,0,1,0,0,0,0,0,49.7,1081.25,1,1,0,47.01,0,0,0,1,0,0,0
1,0,1,1,66,1,0,1,1,1,1,0,0,2,0,65.85,4097.05,3,4,1,62.08,1,0,0,0,0,1,0
0,0,0,0,8,1,1,0,0,0,0,0,0,0,1,73.5,632.2,0,0,0,79.03,0,1,0,0,1,0,0
0,0,1,1,71,1,1,1,1,1,1,1,1,2,0,113.65,8166.8,3,6,1,115.03,1,1,0,1,0,0,0
0,1,0,0,50,1,1,1,1,0,0,0,0,0,1,83.4,4113.7,3,2,1,82.27,0,1,0,0,1,0,0
1,0,1,0,46,1,0,1,1,1,1,0,0,2,0,65.65,3047.15,2,4,1,66.24,1,0,0,0,0,1,0
0,0,0,0,66,0,0,1,0,1,1,1,1,2,1,61.35,4193.4,3,5,1,63.54,1,0,0,0,0,0,0
0,0,1,0,42,1,1,0,0,1,1,0,0,0,1,85.9,3729.75,2,2,0,88.8,0,1,0,1,0,0,0
0,0,0,0,5,1,0,0,0,0,1,0,0,0,1,75.65,399.45,0,1,0,79.89,0,1,0,0,0,1,0
1,0,0,0,29,1,1,0,1,1,0,0,1,1,0,70.9,1964.6,2,3,1,67.74,1,0,0,1,0,0,0
0,0,1,1,27,1,0,0,1,0,0,0,0,0,0,49.85,1336.15,2,1,1,49.49,0,0,0,0,0,1,0
0,0,1,1,25,1,0,0,0,0,0,0,0,2,0,20.1,486.05,2,0,0,19.44,1,0,1,0,0,1,0
1,0,1,0,57,1,1,1,1,1,1,1,0,0,1,103.05,5925.75,3,5,1,103.96,0,1,0,0,1,0,0
0,1,1,0,47,1,1,0,0,1,0,1,1,0,0,99.7,4747.2,2,3,0,101.0,0,1,0,0,1,0,0
0,0,0,0,13,1,0,0,0,0,0,1,0,0,1,81.9,1028.9,1,1,0,79.15,0,1,0,0,0,1,0
1,0,1,1,71,1,1,1,0,0,0,1,0,1,1,66.2,4692.55,3,2,1,66.09,1,0,0,0,1,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.75,19.75,0,0,0,19.75,0,0,1,0,1,0,0
1,1,0,0,2,1,1,0,0,0,0,0,0,0,1,72.6,154.3,0,0,0,77.15,0,1,0,0,0,1,0
1,1,0,0,55,1,1,1,1,1,1,1,1,0,1,116.5,6382.55,3,6,1,116.05,0,1,0,0,1,0,0
1,1,0,0,71,1,1,0,1,0,1,1,1,2,1,106.8,7623.2,3,4,1,107.37,1,1,0,0,1,0,0
1,0,1,1,50,1,1,0,0,0,0,0,0,2,0,24.95,1261.45,3,0,0,25.23,1,0,1,0,0,1,0
1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,89.25,89.25,0,2,0,89.25,0,1,0,0,1,0,0
1,0,0,0,5,1,0,0,0,0,0,0,0,0,1,19.25,86.05,0,0,0,17.21,0,0,1,0,0,1,0
0,0,0,0,66,1,1,1,1,1,1,1,0,1,1,104.55,6779.05,3,5,1,102.71,1,1,0,0,0,0,0
0,0,1,1,49,1,0,1,1,1,1,1,1,1,1,87.2,4345.0,3,6,1,88.67,1,0,0,0,0,1,0
0,1,1,0,3,0,0,0,1,0,0,0,0,0,1,30.75,82.85,0,1,1,27.62,0,0,0,0,1,0,0
1,0,1,1,66,1,1,0,0,0,0,0,0,1,1,25.7,1714.55,3,0,0,25.98,1,0,1,1,0,0,0
1,0,0,1,11,1,1,0,0,0,0,0,1,0,0,86.2,893.2,0,1,0,81.2,0,1,0,0,1,0,0
1,0,0,0,28,0,0,0,0,0,1,0,0,0,1,30.1,810.85,2,1,0,28.96,0,0,0,1,0,0,0
1,0,1,0,65,1,1,1,1,1,0,1,0,2,1,99.35,6347.55,3,4,1,97.65,1,1,0,0,1,0,0
0,0,0,0,62,1,0,0,0,0,0,0,0,2,1,19.2,1123.65,3,0,0,18.12,1,0,1,1,0,0,0
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,20.1,43.15,0,0,0,21.58,0,0,1,0,0,0,0
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,20.35,35.1,0,0,0,17.55,0,0,1,1,0,0,0
0,0,1,1,55,1,1,0,0,0,0,0,0,2,1,25.65,1388.0,3,0,0,25.24,1,0,1,1,0,0,0
1,1,1,0,41,1,0,0,1,0,0,1,1,0,1,94.55,3851.45,2,3,1,93.94,0,1,0,0,1,0,0
0,0,0,0,30,1,0,0,0,0,1,1,1,1,1,94.4,2638.1,2,3,0,87.94,1,1,0,0,0,0,0
1,0,0,0,17,1,0,1,1,0,0,0,0,1,0,56.1,946.95,1,2,1,55.7,1,0,0,0,0,1,0
0,0,1,1,16,1,0,1,1,0,1,0,1,2,0,68.25,1114.85,1,4,1,69.68,1,0,0,0,0,0,0
1,0,0,0,72,1,1,0,0,0,0,0,0,2,0,24.75,1777.6,3,0,0,24.69,1,0,1,0,0,0,0
1,0,0,0,9,1,1,0,0,0,0,0,0,0,1,76.25,684.85,0,0,0,76.09,0,1,0,0,1,0,0
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,74.35,74.35,0,1,1,74.35,0,1,0,0,1,0,0
1,0,0,1,23,1,0,0,1,0,1,0,0,0,0,54.15,1312.45,1,2,1,57.06,0,0,0,0,1,0,0
1,0,0,1,8,1,0,0,0,0,0,0,0,0,0,19.45,159.2,0,0,0,19.9,0,0,1,0,0,0,0
1,0,1,1,19,0,0,1,1,0,0,0,0,0,1,34.95,610.2,1,2,1,32.12,0,0,0,0,0,1,0
0,0,0,0,7,1,1,1,0,0,0,0,0,0,1,53.65,404.35,0,1,1,57.76,0,0,0,0,1,0,0
1,0,0,0,61,1,1,1,0,1,0,1,1,1,0,104.0,6363.45,3,4,1,104.32,1,1,0,0,1,0,0
0,0,1,0,57,1,0,1,1,0,1,1,0,2,1,70.35,4124.65,3,4,1,72.36,1,0,0,1,0,0,0
1,0,0,1,15,1,0,1,0,1,0,0,1,1,0,64.85,950.75,1,3,1,63.38,1,0,0,0,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.65,19.65,0,0,0,19.65,0,0,1,0,0,1,0
0,0,1,0,12,1,0,0,0,0,0,0,0,0,0,45.9,505.95,0,0,0,42.16,0,0,0,0,0,0,0
1,0,0,0,54,1,0,0,0,0,0,0,0,2,0,20.0,1149.65,3,0,0,21.29,1,0,1,0,0,1,0
1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,44.8,169.65,0,0,0,42.41,0,0,0,0,1,0,0
0,0,1,0,20,1,0,0,0,0,0,0,0,1,0,20.35,393.15,1,0,0,19.66,1,0,1,0,0,1,0
0,0,0,1,26,0,0,1,0,0,1,0,1,0,0,45.8,1147.0,2,3,1,44.12,0,0,0,0,0,1,0
0,0,1,0,53,1,1,0,1,1,1,1,1,1,1,108.95,5718.2,3,5,1,107.89,1,1,0,0,0,0,0
0,0,0,0,68,0,0,1,1,1,1,1,1,2,0,64.35,4539.6,3,6,1,66.76,1,0,0,1,0,0,0
1,0,1,1,72,1,1,1,1,1,1,1,1,2,1,90.8,6397.6,3,6,1,88.86,1,0,0,1,0,0,0
1,0,0,0,12,1,1,0,0,0,0,0,0,1,0,24.95,280.4,0,0,0,23.37,1,0,1,1,0,0,0
0,0,1,0,68,1,1,1,1,0,0,0,0,2,1,84.7,5711.05,3,2,1,83.99,1,1,0,0,0,0,0
0,0,0,1,50,1,0,1,0,1,1,1,0,1,1,70.8,3478.15,3,4,1,69.56,1,0,0,1,0,0,0
0,1,0,0,41,1,1,0,1,1,0,1,1,0,1,104.4,4133.95,2,4,1,100.83,0,1,0,0,1,0,0
1,1,1,0,30,1,1,0,0,0,1,1,1,0,1,101.5,2917.65,2,3,0,97.26,0,1,0,0,1,0,0
1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,54.3,54.3,0,1,1,54.3,0,0,0,0,1,0,0
1,1,1,1,29,1,1,0,0,1,0,1,1,0,1,103.95,2964.8,2,3,0,102.23,0,1,0,0,1,0,0
0,0,1,1,23,1,1,1,1,1,1,1,1,2,1,91.1,2198.3,1,6,1,95.58,1,0,0,1,0,0,0
1,0,0,1,60,1,0,0,0,0,0,0,0,2,0,19.95,1189.9,3,0,0,19.83,1,0,1,0,0,1,0
0,0,1,0,72,1,1,0,0,0,0,0,0,2,0,26.45,1914.5,3,0,0,26.59,1,0,1,1,0,0,0
1,0,0,0,72,1,0,1,1,1,1,1,0,2,1,75.1,5336.35,3,5,1,74.12,1,0,0,0,0,0,0
0,1,0,0,66,1,1,0,1,1,0,1,1,1,0,108.1,7238.6,3,4,1,109.68,1,1,0,0,0,0,0
0,0,1,0,72,1,1,0,1,1,1,1,1,2,1,110.15,7998.8,3,5,1,111.09,1,1,0,0,1,0,0
0,0,0,0,51,1,1,0,1,1,1,1,1,1,1,111.5,5703.25,3,5,1,111.83,1,1,0,0,1,0,0
0,0,1,1,70,1,1,0,1,1,0,1,1,1,1,106.5,7397.0,3,4,1,105.67,1,1,0,0,1,0,0
1,0,0,0,9,1,0,0,0,0,0,0,0,1,1,19.9,164.6,0,0,0,18.29,1,0,1,0,1,0,0
1,0,1,1,59,1,1,1,1,0,1,1,1,2,1,111.1,6555.2,3,5,1,111.11,1,1,0,0,0,1,0
1,0,0,1,3,1,0,0,0,0,1,1,1,0,0,70.7,225.65,0,3,0,75.22,0,0,0,0,0,1,0
1,1,1,0,38,0,0,0,0,0,0,0,0,0,1,24.85,955.75,2,0,0,25.15,0,0,0,0,1,0,0
0,0,0,0,37,1,1,1,1,1,0,0,0,0,0,91.2,3382.3,2,3,1,91.41,0,1,0,0,0,0,0
1,0,0,0,37,1,0,1,1,1,1,0,0,2,0,65.6,2313.8,2,4,1,62.54,1,0,0,0,0,0,0
0,0,1,1,14,1,0,1,1,0,1,0,0,0,0,59.45,780.85,1,3,1,55.78,0,0,0,0,0,0,0
1,0,1,0,72,1,1,1,1,0,1,1,1,2,1,109.95,7852.4,3,5,1,109.06,1,1,0,1,0,0,0
1,0,1,1,72,0,0,1,1,1,0,0,0,2,0,38.5,2763.0,3,3,1,38.38,1,0,0,1,0,0,0
0,1,1,0,17,1,1,0,0,0,0,1,1,0,1,92.55,1614.7,1,2,0,94.98,0,1,0,0,1,0,0
0,0,0,0,10,1,1,0,0,0,0,0,0,0,1,24.5,270.15,0,0,0,27.01,0,0,1,0,0,1,0
1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,19.7,,0,0,0,19.7,1,0,1,0,0,1,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20.6,20.6,0,0,0,20.6,0,0,1,0,0,1,0
0,0,0,0,29,1,0,1,0,1,1,0,0,1,0,58.0,1734.5,2,3,1,59.81,1,0,0,1,0,0,0
0,1,1,1,65,1,1,0,1,1,0,1,1,1,1,107.45,7047.5,3,4,1,108.42,1,1,0,0,1,0,0
0,0,0,0,8,1,1,1,1,1,0,0,0,0,1,65.5,573.15,0,3,1,71.64,0,0,0,0,0,0,0
1,0,1,0,61,1,1,0,0,0,0,0,0,2,0,25.45,1538.6,3,0,0,25.22,1,0,1,0,0,0,0
0,1,0,0,45,1,1,0,0,1,0,1,1,1,1,100.15,4459.8,2,3,0,99.11,1,1,0,0,0,0,0
1,0,1,1,72,1,1,0,1,1,0,1,1,1,1,104.45,7459.0,3,4,1,103.6,1,1,0,1,0,0,0
1,0,1,1,12,1,0,0,0,0,0,0,0,0,1,21.15,306.05,0,0,0,25.5,0,0,1,0,1,0,0
1,0,0,0,7,1,1,0,0,0,0,1,1,0,0,96.2,639.7,0,2,0,91.39,0,1,0,0,1,0,0
1,0,0,0,9,1,0,0,0,0,0,0,0,0,1,44.4,348.15,0,0,0,38.68,0,0,0,0,0,1,0
1,0,1,1,58,1,1,0,0,1,1,0,1,2,0,94.35,5563.65,3,3,0,95.92,1,1,0,0,0,0,0
